system:index,2005-04-15_tcg_stddev,2005-05-15_tcg_stddev,2005-06-15_tcg_stddev,2005-07-15_tcg_stddev,2005-08-15_tcg_stddev,2006-04-15_tcg_stddev,2006-05-15_tcg_stddev,2006-06-15_tcg_stddev,2006-07-15_tcg_stddev,2006-08-15_tcg_stddev,2007-04-15_tcg_stddev,2007-05-15_tcg_stddev,2007-06-15_tcg_stddev,2007-07-15_tcg_stddev,2007-08-15_tcg_stddev,2008-04-15_tcg_stddev,2008-05-15_tcg_stddev,2008-06-15_tcg_stddev,2008-07-15_tcg_stddev,2008-08-15_tcg_stddev,2009-04-15_tcg_stddev,2009-05-15_tcg_stddev,2009-06-15_tcg_stddev,2009-07-15_tcg_stddev,2009-08-15_tcg_stddev,2010-04-15_tcg_stddev,2010-05-15_tcg_stddev,2010-06-15_tcg_stddev,2010-07-15_tcg_stddev,2010-08-15_tcg_stddev,2011-04-15_tcg_stddev,2011-05-15_tcg_stddev,2011-06-15_tcg_stddev,2011-07-15_tcg_stddev,2011-08-15_tcg_stddev,2012-04-15_tcg_stddev,2012-05-15_tcg_stddev,2012-06-15_tcg_stddev,2012-07-15_tcg_stddev,2012-08-15_tcg_stddev,2013-04-15_tcg_stddev,2013-05-15_tcg_stddev,2013-06-15_tcg_stddev,2013-07-15_tcg_stddev,2013-08-15_tcg_stddev,2014-04-15_tcg_stddev,2014-05-15_tcg_stddev,2014-06-15_tcg_stddev,2014-07-15_tcg_stddev,2014-08-15_tcg_stddev,2015-04-15_tcg_stddev,2015-05-15_tcg_stddev,2015-06-15_tcg_stddev,2015-07-15_tcg_stddev,2015-08-15_tcg_stddev,2016-04-15_tcg_stddev,2016-05-15_tcg_stddev,2016-06-15_tcg_stddev,2016-07-15_tcg_stddev,2016-08-15_tcg_stddev,2017-04-15_tcg_stddev,2017-05-15_tcg_stddev,2017-06-15_tcg_stddev,2017-07-15_tcg_stddev,2017-08-15_tcg_stddev,2018-04-15_tcg_stddev,2018-05-15_tcg_stddev,2018-06-15_tcg_stddev,2018-07-15_tcg_stddev,2018-08-15_tcg_stddev,2019-04-15_tcg_stddev,2019-05-15_tcg_stddev,2019-06-15_tcg_stddev,2019-07-15_tcg_stddev,2019-08-15_tcg_stddev,2020-04-15_tcg_stddev,2020-05-15_tcg_stddev,2020-06-15_tcg_stddev,2020-07-15_tcg_stddev,2020-08-15_tcg_stddev,2021-04-15_tcg_stddev,2021-05-15_tcg_stddev,2021-06-15_tcg_stddev,2021-07-15_tcg_stddev,2021-08-15_tcg_stddev,2022-04-15_tcg_stddev,2022-05-15_tcg_stddev,2022-06-15_tcg_stddev,2022-07-15_tcg_stddev,2022-08-15_tcg_stddev,id,.geo
0,13,0,,0,0,8,32,0,2,0,4,0,0,4,27,14,5,0,,2,0,30,,0,8,13,3,9,0,12,19,,0,2,,0,,2,0,0,0,0,0,0,0,0,0,0,0,9,0,0,,0,0,0,40,4,14,0,2,14,,1,10,3,0,0,,,0,0,17,5,0,,0,,0,0,,0,0,,0,0,35,4,1,,1,"{""type"":""Point"",""coordinates"":[-72.38961280747418,42.31862588301645]}"
1,10,0,,0,0,8,25,0,2,0,1,0,0,3,27,9,3,0,,2,0,32,,0,8,4,4,13,0,14,20,,0,0,,0,,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,,0,0,0,5,3,13,0,1,13,,2,10,3,0,0,,,0,0,18,1,0,,0,,0,0,,0,0,,0,0,25,1,0,,2,"{""type"":""Point"",""coordinates"":[-72.39003642207425,42.318465355378514]}"
2,17,0,,,0,4,32,17,46,0,0,38,1,7,30,19,13,0,0,0,0,0,,0,1,9,4,18,0,14,21,0,19,0,,0,,3,0,0,0,22,,,0,0,0,0,0,0,4,0,,0,0,5,40,4,18,4,1,0,,1,10,5,0,0,,,0,0,0,12,0,,0,,0,0,,0,0,,,0,18,6,12,,3,"{""type"":""Point"",""coordinates"":[-72.37851856405321,42.32352197597313]}"
3,14,0,,0,0,9,45,4,40,0,0,48,2,14,80,18,21,0,0,1,0,0,,12,5,19,7,9,4,10,21,0,30,5,,0,,0,0,26,0,23,0,0,,0,0,3,0,,9,0,,0,5,3,60,9,6,5,1,15,,6,9,1,0,0,,,0,0,0,13,0,,0,,0,0,,0,0,,,0,27,0,17,,4,"{""type"":""Point"",""coordinates"":[-72.37846505484056,42.32151983960013]}"
4,19,0,0,0,0,0,42,19,6,0,0,51,4,13,15,33,25,,0,3,0,28,,23,0,32,6,23,0,15,29,,22,2,,,,3,0,0,0,27,0,0,0,0,0,0,0,13,0,,0,0,7,0,90,13,11,0,2,6,,0,15,4,0,0,,,0,0,0,0,0,,0,,0,0,,0,0,,,0,31,3,13,,5,"{""type"":""Point"",""coordinates"":[-72.37580743061271,42.31827807313427]}"
5,14,0,,0,0,9,,20,0,0,5,0,3,0,21,22,0,31,0,9,0,0,,11,6,15,2,11,,15,19,,25,3,,0,,4,0,0,0,39,0,0,0,0,,39,0,12,0,0,,0,0,2,33,8,14,13,1,0,,8,11,0,0,0,,,0,0,0,87,0,,0,,0,0,,0,0,,,0,43,0,0,0,6,"{""type"":""Point"",""coordinates"":[-72.38739663425062,42.32410165911008]}"
6,14,0,0,0,0,0,49,16,12,0,0,59,2,13,30,20,23,,0,2,0,33,,9,0,16,7,7,0,15,20,,21,3,,,,2,0,0,,0,0,0,0,0,0,0,,14,5,,,0,0,2,62,9,20,0,0,8,,0,13,5,0,0,,,0,0,0,21,0,,0,,0,0,,0,0,,,0,39,9,0,,7,"{""type"":""Point"",""coordinates"":[-72.37991426268293,42.31930812547762]}"
7,12,0,,0,0,0,54,9,4,0,5,57,6,8,25,18,0,,0,2,0,18,,5,0,10,4,7,0,12,20,,36,3,,,,1,0,0,0,34,0,0,0,0,0,0,0,7,,,,0,0,2,50,4,4,0,0,17,,0,9,4,0,0,,,0,0,0,0,0,,0,,0,0,,0,0,,0,0,33,0,8,,8,"{""type"":""Point"",""coordinates"":[-72.38580473517453,42.31988334951352]}"
8,13,0,,0,0,5,37,2,5,0,0,54,0,2,33,15,18,0,0,2,0,8,,6,4,25,0,11,0,11,19,0,0,2,,0,,5,0,11,0,33,0,0,0,0,0,,0,10,0,0,,0,0,2,46,2,15,10,4,26,,7,6,0,0,0,,,0,0,0,16,0,,0,,0,0,,0,0,,,0,23,4,0,,9,"{""type"":""Point"",""coordinates"":[-72.38163547568956,42.32102933848425]}"
9,13,0,,0,0,7,48,7,13,0,0,48,0,4,83,18,21,0,0,2,0,38,,15,9,14,9,14,0,16,19,0,30,6,,0,,0,0,20,0,33,0,0,,0,0,0,0,,13,0,,0,8,0,44,9,13,7,0,16,,8,1,3,0,0,,,0,0,0,14,0,,0,,0,0,,0,0,,,0,31,7,24,,10,"{""type"":""Point"",""coordinates"":[-72.37851856405321,42.321287966345345]}"
0000000000000000000a,3,6,0,6,0,1,3,2,3,0,4,3,4,2,16,1,0,0,4,2,0,0,0,1,4,2,2,7,2,4,2,,0,0,0,0,,4,0,,2,0,0,0,1,0,0,3,0,0,1,,7,0,4,3,0,5,0,4,3,2,1,8,2,1,0,0,,0,0,,7,9,0,0,0,,0,0,,0,0,,0,0,0,2,3,0,11,"{""type"":""Point"",""coordinates"":[-72.32327922020312,42.319406225700796]}"
0000000000000000000b,25,0,0,0,0,6,32,24,10,0,0,45,0,15,33,30,15,,0,2,0,25,,12,7,34,7,10,0,14,36,,21,0,,0,,1,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,7,3,79,13,12,2,1,8,,0,7,4,0,0,,,0,0,0,6,0,,0,,0,0,,0,0,,,0,27,7,0,,12,"{""type"":""Point"",""coordinates"":[-72.37718975193927,42.31735949831727]}"
0000000000000000000c,26,0,,0,0,12,33,26,7,0,0,47,0,12,37,35,14,,0,0,0,24,,0,12,32,6,58,0,15,41,,22,4,,0,,1,0,17,0,0,0,0,0,0,0,0,0,92,3,0,0,0,40,0,76,14,14,7,2,4,,7,9,6,0,0,,,0,0,0,10,0,,0,,0,0,,0,0,,,0,30,6,0,,13,"{""type"":""Point"",""coordinates"":[-72.37763120294356,42.317230184386716]}"
0000000000000000000d,25,0,0,0,0,8,29,23,9,0,0,48,0,14,26,35,20,,0,3,0,23,,0,10,34,6,8,5,11,42,,24,2,,0,,3,,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,80,16,18,0,4,1,,2,9,7,0,0,,,0,0,0,3,0,,0,,0,0,,0,0,,,0,28,3,0,,14,"{""type"":""Point"",""coordinates"":[-72.37682410565289,42.31629823226655]}"
0000000000000000000e,2,5,0,7,6,0,0,4,5,0,4,5,6,0,2,2,2,5,0,3,0,1,0,3,7,2,0,10,5,4,2,5,8,3,0,0,,4,0,0,2,0,2,0,1,0,0,0,0,0,0,0,21,0,0,2,0,4,1,0,2,0,2,0,3,6,0,0,,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,15,1,0,15,"{""type"":""Point"",""coordinates"":[-72.30206281739082,42.316489973611844]}"
0000000000000000000f,17,0,,0,0,0,48,8,17,0,6,57,0,6,55,14,13,,0,4,0,9,,8,0,31,4,7,0,17,20,,25,2,,,,3,0,0,0,33,0,0,0,0,0,0,0,3,0,,,0,0,5,53,2,16,0,1,29,,0,11,0,0,0,,,0,0,0,46,0,,0,,0,0,,0,0,,0,0,17,1,5,,16,"{""type"":""Point"",""coordinates"":[-72.38244703208129,42.319539998732395]}"
10,12,0,,0,0,9,35,3,9,0,5,0,0,0,2,15,0,0,0,1,0,13,,0,11,14,8,4,0,15,17,,11,1,,0,,4,,0,0,0,0,0,0,0,0,0,0,10,0,0,,0,0,0,47,3,12,0,3,15,,1,8,4,0,0,,,0,0,25,6,0,,0,,0,0,,0,0,,0,0,40,3,5,,17,"{""type"":""Point"",""coordinates"":[-72.38870760996032,42.31781878572577]}"
11,8,0,,0,0,5,21,1,2,0,3,0,0,1,4,7,0,0,0,1,0,20,,5,7,8,7,1,0,8,19,,0,4,,0,,10,,0,0,29,0,0,0,0,0,36,0,0,0,0,,0,0,11,37,5,17,0,0,16,,0,8,4,0,0,,,0,0,24,1,0,,0,,0,0,,0,0,,0,0,25,5,5,,18,"{""type"":""Point"",""coordinates"":[-72.38921148837936,42.31780540842261]}"
12,23,30,0,0,0,7,56,21,0,0,0,36,6,3,4,33,19,0,0,5,0,0,,0,9,25,5,20,8,22,40,,9,4,,0,,0,0,12,0,35,0,0,,0,0,,0,0,2,0,0,0,0,4,0,6,0,10,6,1,,6,2,6,0,0,,,0,0,0,11,0,,0,,0,0,,0,0,,0,0,17,2,0,,19,"{""type"":""Point"",""coordinates"":[-72.37071067810862,42.32046303265047]}"
13,20,32,0,0,0,0,33,13,2,0,0,0,9,10,3,35,15,0,0,3,0,26,,0,8,27,11,11,2,18,42,,15,1,7,0,,4,0,22,,0,0,0,0,0,0,0,,6,2,0,0,0,0,8,19,14,50,0,13,6,,7,9,9,0,0,,,0,0,0,0,0,,0,,0,0,,0,0,,,0,25,6,0,,20,"{""type"":""Point"",""coordinates"":[-72.37066608709809,42.31852332369221]}"
14,0,36,0,0,0,2,40,18,17,0,0,41,0,10,9,16,23,0,0,5,,20,,36,2,15,6,20,17,16,20,,22,8,0,0,,11,,20,0,20,0,0,0,0,0,0,0,23,11,0,0,0,12,1,17,6,44,0,0,18,,3,4,6,0,0,,,,,4,0,0,,0,,0,0,,0,0,,,0,24,11,13,,21,"{""type"":""Point"",""coordinates"":[-72.37057690507702,42.314804433413634]}"
15,18,0,,,0,7,46,0,9,0,10,0,2,4,26,23,0,0,1,0,0,0,,0,10,19,1,18,0,14,20,,15,3,0,0,,4,0,17,0,39,0,0,0,0,,0,0,0,0,0,,0,,10,81,7,33,12,1,0,,5,8,5,0,0,,,0,0,16,10,0,,0,,0,,,0,0,,,0,44,4,6,,22,"{""type"":""Point"",""coordinates"":[-72.38824832255182,42.31599501339491]}"
16,21,0,,0,0,4,50,2,8,0,13,0,1,2,24,26,27,0,12,5,0,0,,0,3,24,3,20,0,14,26,,28,2,,0,,4,0,0,0,38,0,0,0,0,,0,0,7,0,0,,0,0,27,81,7,32,15,0,0,,4,6,5,0,0,,,0,0,15,1,0,,0,,0,0,,0,0,,0,0,37,10,7,,23,"{""type"":""Point"",""coordinates"":[-72.38511357451125,42.31532614823689]}"
17,16,0,,0,0,8,0,0,16,0,6,0,2,0,23,22,0,18,0,0,0,0,,20,4,17,8,13,,10,26,,4,1,0,0,,4,0,19,0,31,0,0,0,0,,46,0,0,0,0,,0,,9,62,6,2,10,2,0,,2,12,5,0,0,,,,0,19,1,0,,0,,0,,,0,0,,,0,39,7,6,,24,"{""type"":""Point"",""coordinates"":[-72.38993386275003,42.315754221938015]}"
18,20,0,,0,0,5,0,1,12,0,13,0,2,6,35,35,24,17,,0,0,0,,6,0,23,3,12,0,11,35,,0,3,0,0,,1,0,23,0,30,0,0,0,0,,62,0,0,0,0,0,0,,5,90,6,3,15,4,0,,10,14,9,0,0,,,0,0,12,0,0,,0,,0,0,,0,0,,,0,46,7,1,,25,"{""type"":""Point"",""coordinates"":[-72.39225705439887,42.315357361944265]}"
19,19,0,,0,0,6,44,4,11,0,14,0,3,0,29,37,29,19,9,2,0,9,,23,0,25,0,18,6,12,33,,16,3,0,0,,3,0,19,0,22,0,0,38,0,0,0,0,0,0,0,,0,,6,102,8,17,5,3,5,,3,15,5,0,0,,,,0,10,24,0,,0,,0,0,,0,0,,,0,42,2,3,,26,"{""type"":""Point"",""coordinates"":[-72.38976887601105,42.31333738916705]}"
0000000000000000001a,18,0,,0,0,7,50,7,38,0,0,0,8,3,43,26,21,0,14,2,,35,,0,8,24,0,22,6,18,30,,0,4,,0,,4,0,13,0,39,0,0,0,0,0,,0,0,2,0,0,0,0,2,34,11,34,4,1,0,,9,0,5,0,0,,,,0,10,2,0,,0,,0,0,,0,0,,0,0,24,2,8,,27,"{""type"":""Point"",""coordinates"":[-72.37719867014138,42.311433353017236]}"
0000000000000000001b,27,0,,0,0,0,37,9,12,0,0,53,4,17,20,42,13,,0,2,,29,,25,0,36,8,23,1,18,39,,0,8,0,,,1,0,0,0,34,0,0,0,0,0,0,0,6,0,,0,0,0,0,30,11,70,0,1,18,0,5,5,6,0,0,,0,0,0,10,13,0,,0,,0,0,,0,0,,0,0,24,3,6,,28,"{""type"":""Point"",""coordinates"":[-72.38018180874614,42.30995739056854]}"
0000000000000000001c,15,0,,0,0,7,38,1,13,0,0,42,6,7,16,24,25,0,,2,,31,,0,9,23,9,16,5,16,29,,19,6,,0,,0,0,,0,0,0,0,0,0,0,0,0,1,4,0,137,0,0,15,28,14,52,10,3,29,0,1,48,8,0,0,,0,,0,15,0,0,,0,,0,0,,0,0,,0,0,32,5,12,,29,"{""type"":""Point"",""coordinates"":[-72.37793888091626,42.308508182726165]}"
0000000000000000001d,22,0,0,,0,7,44,22,5,0,0,52,4,16,39,30,27,,0,6,,0,,0,13,21,8,27,0,17,0,,18,4,,0,,3,0,23,0,34,0,,0,0,0,0,0,0,1,0,0,0,9,3,91,7,56,6,1,8,,17,3,4,0,0,,,0,,18,2,0,,0,,0,0,,0,0,,,0,33,15,9,,30,"{""type"":""Point"",""coordinates"":[-72.37496020141255,42.314251504883]}"
0000000000000000001e,21,0,0,0,0,5,0,21,17,0,0,48,4,16,16,32,30,,0,1,,0,,10,10,27,12,24,,12,41,,23,5,,0,,1,0,23,0,33,0,0,0,0,,0,0,0,2,0,,0,0,5,30,11,43,5,3,0,,13,2,5,0,0,,,0,,16,18,0,,0,,0,0,,0,0,,0,0,27,2,3,,31,"{""type"":""Point"",""coordinates"":[-72.3750984335452,42.313761003767134]}"
0000000000000000001f,20,0,0,0,0,3,42,18,9,0,0,55,11,13,12,26,31,,0,8,,0,,14,8,21,5,26,0,19,35,,15,4,,0,,6,0,15,0,30,0,0,0,0,,0,0,0,1,0,,0,13,6,35,12,48,4,2,0,,16,7,7,0,0,,,0,,11,38,0,,0,,0,0,,0,0,,0,0,22,6,15,,32,"{""type"":""Point"",""coordinates"":[-72.37471940995566,42.31368965815029]}"
20,21,0,,0,0,10,0,22,12,0,0,45,4,21,37,27,12,0,0,12,,0,,0,12,21,19,21,0,23,34,,0,7,,0,,0,0,28,0,34,0,0,0,0,,0,0,0,0,0,0,0,0,7,100,14,7,7,8,0,,10,12,7,0,0,,,0,0,27,3,0,,0,,0,0,,0,0,,0,0,24,6,13,,33,"{""type"":""Point"",""coordinates"":[-72.37716745643401,42.31327942085337]}"
21,21,0,,0,0,5,50,4,14,0,0,0,8,1,36,37,14,0,87,2,,0,,0,7,35,0,22,0,18,31,,0,5,,0,,1,0,7,0,38,0,0,0,0,0,,0,0,3,0,0,0,0,0,109,11,11,10,0,20,,4,0,7,0,0,,,0,0,16,15,0,,0,,0,0,,0,0,,0,0,36,6,4,,34,"{""type"":""Point"",""coordinates"":[-72.38102903794629,42.31174103098992]}"
22,20,0,,0,0,0,43,13,15,0,0,42,6,19,20,28,20,0,0,7,,30,,15,0,26,3,16,0,17,29,,0,4,0,,,0,0,,0,35,0,0,0,0,0,0,0,8,0,,0,0,0,0,35,7,74,0,4,0,0,8,3,2,0,0,,,,0,13,5,0,,0,,0,0,,0,0,,0,0,39,7,5,,35,"{""type"":""Point"",""coordinates"":[-72.38133225681794,42.30987712674958]}"
23,20,0,,0,0,10,26,19,16,0,0,45,2,12,21,26,27,0,18,6,,0,,0,13,20,5,22,3,16,37,,0,4,,0,,0,0,10,0,24,0,0,,0,0,,0,,4,0,0,0,0,9,0,7,21,1,3,4,,12,0,6,0,0,,,,0,16,1,0,,0,,0,0,,0,0,,0,0,17,0,8,,36,"{""type"":""Point"",""coordinates"":[-72.37586093982534,42.31180791750573]}"
24,10,0,,0,0,7,22,5,13,0,0,0,8,2,21,14,8,0,13,3,,20,,0,12,7,0,19,7,13,29,,0,4,,0,,3,0,15,0,17,0,0,45,0,0,,0,0,4,0,0,0,0,1,19,6,42,5,8,2,,16,0,3,0,0,,,,0,18,19,0,,0,,0,0,,0,0,,0,0,15,4,6,,37,"{""type"":""Point"",""coordinates"":[-72.37592336724009,42.311121215943494]}"
25,15,28,0,0,0,7,22,6,14,0,0,44,1,26,24,22,41,0,0,1,,42,,0,0,13,12,12,8,10,36,,13,23,,,,1,0,,0,32,0,0,0,0,0,,0,3,0,,,0,0,10,41,8,61,10,7,26,,9,12,8,0,0,,,,0,16,0,0,,0,,0,,,0,0,,0,0,25,30,123,,38,"{""type"":""Point"",""coordinates"":[-72.37490669219991,42.3088114015978]}"
26,13,0,,0,0,7,22,5,15,0,0,0,0,15,5,19,18,19,0,0,0,22,,0,8,19,11,2,3,9,25,,8,7,0,0,,4,,0,0,26,0,0,0,0,0,35,0,2,10,0,8,0,0,0,76,9,52,0,0,0,,0,11,9,0,0,,,,,14,0,0,0,0,,0,0,,0,0,,0,0,24,3,5,,39,"{""type"":""Point"",""coordinates"":[-72.38407014486474,42.30820942295559]}"
27,6,11,0,0,0,0,15,0,9,0,0,0,52,17,15,9,0,0,14,11,,25,,9,1,11,5,14,10,13,25,,17,3,,0,,2,0,0,,0,28,0,2,0,0,,,0,8,0,,0,0,0,30,6,54,0,2,1,,2,11,1,0,0,,,,0,10,0,0,,0,,0,,,0,0,,0,0,16,1,53,,40,"{""type"":""Point"",""coordinates"":[-72.37284212841216,42.30972105821271]}"
28,22,0,,0,8,2,50,15,8,0,15,28,6,0,0,40,25,,0,4,0,0,,5,0,26,7,8,9,9,49,,0,9,0,,,0,0,0,8,12,0,0,11,0,0,19,4,0,12,,0,0,,13,52,17,2,9,9,6,,0,40,14,0,0,,0,0,0,25,62,0,,0,,0,0,,0,0,,0,0,18,0,9,0,41,"{""type"":""Point"",""coordinates"":[-72.38482819204383,42.39136719850131]}"
29,18,0,,0,12,6,43,11,0,0,15,30,3,0,21,28,22,0,,1,0,0,,2,0,19,5,6,0,11,38,,0,14,0,,,1,0,,13,29,13,0,4,0,0,18,1,0,0,,0,0,18,4,37,8,2,14,6,7,,0,9,11,0,0,,0,,0,26,3,0,,0,,0,0,,0,0,,0,0,16,0,4,0,42,"{""type"":""Point"",""coordinates"":[-72.38562637113239,42.39123788457076]}"
0000000000000000002a,22,0,,0,9,3,54,15,17,0,16,29,3,0,18,32,21,0,,0,0,0,,4,0,42,4,4,0,15,39,,0,15,0,,,2,0,0,12,20,6,0,6,0,0,18,0,0,0,,0,0,0,16,49,11,2,13,4,7,,0,16,12,0,0,,0,,0,23,28,0,,0,,0,0,,0,0,,0,0,18,0,1,0,43,"{""type"":""Point"",""coordinates"":[-72.38519829743126,42.39117099805495]}"
0000000000000000002b,0,0,,,11,10,47,5,9,0,12,40,0,35,13,27,12,,,1,0,32,,3,0,23,10,2,,5,32,,0,9,0,0,,4,,15,0,0,10,0,6,0,0,20,3,7,4,0,0,0,14,0,37,6,9,16,5,30,,4,23,7,0,0,,0,0,0,0,,0,,0,,0,0,,0,0,,,0,0,17,7,,44,"{""type"":""Point"",""coordinates"":[-72.39141874340082,42.38981989043576]}"
0000000000000000002c,20,0,,,7,7,51,3,20,0,8,43,0,37,24,19,21,,,0,0,30,,4,0,15,6,3,,11,0,,0,15,0,0,,0,,23,0,52,34,0,0,0,0,14,1,5,1,0,0,0,3,7,38,6,19,11,0,34,,26,7,9,0,0,,0,0,0,0,,0,,0,,0,0,,0,0,,,0,0,33,11,,45,"{""type"":""Point"",""coordinates"":[-72.39266283259475,42.38949883515991]}"
0000000000000000002d,0,0,,0,3,7,46,3,2,0,7,33,2,0,14,21,17,0,,1,0,23,,4,0,17,6,2,,15,28,,0,3,0,0,,1,0,25,11,0,11,0,8,0,0,16,1,5,1,0,0,0,13,3,44,10,10,19,8,19,,1,64,10,0,0,,0,,0,0,13,0,,0,,0,0,,0,0,,,0,0,0,5,,46,"{""type"":""Point"",""coordinates"":[-72.39053138229119,42.39020783222741]}"
0000000000000000002e,0,0,,0,3,7,46,3,2,0,7,33,2,0,14,21,17,0,,1,0,23,,4,0,17,6,2,,15,28,,0,3,0,0,,1,0,25,11,0,11,0,8,0,0,16,1,5,1,0,0,0,13,3,44,10,10,19,8,19,,1,64,10,0,0,,0,,0,0,13,0,,0,,0,0,,0,0,,,0,0,0,5,,47,"{""type"":""Point"",""coordinates"":[-72.39053138229119,42.39020783222741]}"
0000000000000000002f,15,0,,0,14,4,0,7,0,0,9,38,15,15,9,25,22,0,,4,0,16,,0,0,14,7,12,,6,0,,0,43,0,0,,0,0,2,13,26,38,,0,0,0,10,1,5,0,0,0,0,0,11,35,4,46,12,4,19,,3,12,9,0,0,,0,,0,0,0,0,,0,,0,0,,0,0,,,0,0,0,3,,48,"{""type"":""Point"",""coordinates"":[-72.38929175219833,42.38832163248181]}"
30,18,0,,0,19,7,25,9,0,0,8,34,9,18,18,24,21,0,,1,0,22,,0,24,18,2,34,0,14,0,,36,10,0,0,,0,0,32,16,14,0,,0,0,0,31,2,0,11,0,0,0,0,22,0,8,6,19,12,7,,8,6,11,0,0,,0,,0,16,0,0,,0,,0,0,,0,0,,0,0,0,0,4,0,49,"{""type"":""Point"",""coordinates"":[-72.38271011904344,42.387652767323786]}"
31,20,0,,0,13,7,0,8,0,0,1,30,4,24,18,26,23,0,,0,0,23,,0,19,21,5,13,0,9,0,,26,11,0,0,,0,0,28,14,21,0,,0,0,0,32,3,0,10,0,2,0,3,25,0,7,17,13,10,1,,8,12,14,0,0,,0,,0,8,0,0,,0,,0,0,,0,0,,0,0,0,0,1,0,50,"{""type"":""Point"",""coordinates"":[-72.38272795544765,42.387438730473214]}"
32,21,0,,0,23,7,0,13,,0,0,28,9,22,14,36,16,0,,9,0,0,,0,21,19,11,53,,19,41,,22,6,0,0,,2,0,27,12,31,0,,11,0,0,11,10,0,14,0,18,0,2,20,0,11,8,18,6,3,,4,15,12,0,0,,0,,0,0,0,0,,0,,0,0,,0,0,,0,0,0,0,2,0,51,"{""type"":""Point"",""coordinates"":[-72.3829821242077,42.38687242463944]}"
33,25,0,,0,13,4,0,2,,0,4,37,1,15,16,34,29,0,,0,0,0,,7,27,21,4,20,,7,38,,15,6,0,0,,0,0,20,8,30,0,0,10,0,,12,0,17,13,0,0,0,0,17,63,10,3,21,3,0,,2,11,12,0,0,,0,,0,0,0,0,,0,,0,0,,0,0,,0,0,0,0,3,0,52,"{""type"":""Point"",""coordinates"":[-72.38449375946482,42.386876883740484]}"
34,22,0,0,0,11,4,30,2,0,0,0,36,5,1,11,27,18,0,,9,0,,,11,0,15,5,4,,5,29,0,0,9,0,0,,0,0,0,10,20,8,0,0,0,0,75,2,0,3,0,0,0,0,15,0,8,9,18,7,21,,7,5,7,0,0,,0,,0,0,0,0,,0,,0,0,,0,0,,,0,0,0,0,,53,"{""type"":""Point"",""coordinates"":[-72.38725840211795,42.385454430504446]}"
35,21,0,0,0,16,6,0,8,,0,8,35,4,26,0,24,23,0,,0,0,0,,23,22,18,5,1,,12,33,,15,9,0,0,,0,0,33,10,27,0,0,3,0,,28,0,0,5,0,0,0,,20,53,10,4,17,5,0,,4,16,7,0,0,,0,0,0,13,2,0,,0,,0,0,,0,0,,0,0,0,0,0,0,54,"{""type"":""Point"",""coordinates"":[-72.37861666427638,42.38574873117396]}"
36,19,0,0,0,19,5,43,5,0,0,14,28,3,0,0,22,18,0,,0,0,0,,45,23,16,8,2,,10,31,,5,8,0,0,,2,0,36,10,30,0,0,4,0,,23,0,0,4,0,0,0,0,25,44,14,0,17,4,0,,3,20,11,0,0,,0,0,0,0,17,0,,0,,0,0,,0,0,,0,0,0,0,0,,55,"{""type"":""Point"",""coordinates"":[-72.37747959350774,42.38529836196756]}"
37,6,0,,0,6,0,26,3,13,0,4,0,13,5,16,15,35,13,10,10,0,20,,13,0,32,0,13,0,33,25,0,19,6,20,0,,4,0,0,23,0,0,0,7,0,0,10,0,0,10,0,0,0,14,9,15,7,1,15,3,3,,14,19,7,0,0,,0,0,,0,0,0,,0,,0,0,,0,0,,0,0,38,0,81,0,56,"{""type"":""Point"",""coordinates"":[-72.3423597136108,42.377419130406125]}"
38,21,42,0,0,1,0,41,11,29,0,16,0,3,0,16,27,25,11,0,8,0,46,,14,0,39,0,6,8,13,30,,37,0,17,0,,4,0,0,0,0,0,0,11,0,0,4,0,0,11,0,0,0,14,12,0,10,1,11,7,24,0,14,0,8,0,0,,0,0,0,2,11,0,0,0,,0,0,,0,0,,0,0,0,0,22,0,57,"{""type"":""Point"",""coordinates"":[-72.33245159107005,42.375568603468956]}"
39,18,43,,0,16,6,0,11,0,0,8,9,9,0,16,34,36,81,0,14,0,0,,0,0,54,18,17,0,11,31,,30,14,0,0,,0,0,0,14,25,0,,4,0,,13,0,0,13,0,,0,53,4,0,14,16,7,11,0,0,6,0,5,0,0,,0,0,0,12,5,0,0,0,,0,0,,0,0,,0,0,5,22,19,0,58,"{""type"":""Point"",""coordinates"":[-72.32989206706537,42.36980744490789]}"
0000000000000000003a,8,17,,0,14,4,11,30,32,0,22,0,0,22,25,26,19,14,,10,0,40,,40,0,18,2,60,22,47,28,0,17,9,7,0,,13,0,0,0,0,39,0,57,0,0,18,1,0,0,0,8,0,46,27,0,15,5,29,26,8,0,10,35,47,0,61,0,0,0,0,13,17,0,9,14,0,0,0,,0,0,27,0,0,12,0,1,1,59,"{""type"":""Point"",""coordinates"":[-72.13294695083783,42.36970934468472]}"
0000000000000000003b,17,50,0,0,14,6,38,11,15,0,5,0,1,2,14,18,15,19,0,3,0,36,,13,0,39,13,12,0,28,22,,46,0,14,0,,4,0,0,0,0,0,0,7,0,0,6,0,0,13,0,,0,0,11,0,5,0,0,9,9,2,1,0,0,0,0,,0,0,0,5,0,0,0,0,,0,0,,0,0,,0,0,0,0,20,0,60,"{""type"":""Point"",""coordinates"":[-72.33077050997291,42.37496216572568]}"
